Churn,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Transaction_Amount_Change_Q4_Q1,Transaction_Count_Change_Q4_Q1,Avg_Utilization_Ratio,Customer_Tenure_Years,Average_Transaction_Value,Available_Credit_Ratio,Revolving_Balance_Ratio,Contact_Frequency,Inactivity_Ratio
Existing Customer,30,M,0,Unknown,Single,$80K - $120K,Blue,25,5,0.7859999999999999,0.725,0.396,2.0833333333333335,28.011363636363637,0.6044371017229172,0.39556289827708285,0.16666666666666666,0.16666666666666666
Existing Customer,39,M,3,Unknown,Married,$80K - $120K,Blue,33,6,0.7170000000000001,0.586,0.043,2.75,39.91304347826087,0.9572704768055107,0.04272952319448929,0.3333333333333333,0.5
Existing Customer,53,F,3,High School,Unknown,Less than $40K,Blue,37,3,0.517,0.5,0.135,3.0833333333333335,42.333333333333336,0.8647597889475146,0.13524021105248543,0.3333333333333333,0.16666666666666666
Existing Customer,64,F,1,High School,Married,$40K - $60K,Blue,56,4,0.693,0.591,0.0,4.666666666666667,40.48571428571429,1.0,0.0,0.3333333333333333,0.16666666666666666
Existing Customer,51,F,4,Graduate,Single,Unknown,Blue,34,3,1.116,1.6469999999999998,0.114,2.8333333333333335,34.75555555555555,0.8860172890116745,0.11398271098832546,0.16666666666666666,0.08333333333333333
Existing Customer,32,M,1,Graduate,Single,Unknown,Blue,26,6,0.7020000000000001,0.774,0.1,2.1666666666666665,54.163636363636364,0.9004711736989782,0.09952882630102176,0.3333333333333333,0.25
Existing Customer,52,M,1,College,Married,$80K - $120K,Blue,48,4,0.742,0.414,0.775,4.0,38.48780487804878,0.22507260406582769,0.7749273959341723,0.25,0.25
Existing Customer,43,M,2,High School,Divorced,$80K - $120K,Blue,31,6,0.727,0.477,0.031,2.5833333333333335,46.38461538461539,0.9688550237570982,0.031144976242901842,0.3333333333333333,0.16666666666666666
Existing Customer,40,M,5,Graduate,Single,$60K - $80K,Blue,27,6,0.7609999999999999,1.111,0.516,2.25,40.5,0.48358862144420134,0.5164113785557987,0.16666666666666666,0.08333333333333333
Existing Customer,54,M,1,High School,Married,$60K - $80K,Blue,36,4,0.907,0.238,0.061,3.0,50.23076923076923,0.9389027431421446,0.06109725685785536,0.3333333333333333,0.08333333333333333
Existing Customer,34,F,4,High School,Single,Less than $40K,Blue,30,4,0.611,0.643,0.748,2.5,33.768115942028984,0.25180564674983585,0.7481943532501641,0.25,0.08333333333333333
Existing Customer,33,F,1,High School,Single,Less than $40K,Blue,25,6,0.632,0.725,0.1119999999999999,2.0833333333333335,35.594202898550726,0.8877765218795414,0.11222347812045859,0.3333333333333333,0.25
Existing Customer,36,M,2,Graduate,Married,$80K - $120K,Blue,28,5,1.589,0.69,0.354,2.3333333333333335,48.285714285714285,0.64572239971601,0.3542776002839901,0.25,0.25
Existing Customer,65,M,1,Graduate,Married,Less than $40K,Blue,50,6,0.7440000000000001,0.652,0.349,4.166666666666667,47.18421052631579,0.6507654759263368,0.3492345240736632,0.3333333333333333,0.16666666666666666
Existing Customer,43,M,3,High School,Single,$40K - $60K,Blue,33,5,0.493,0.476,0.828,2.75,51.54838709677419,0.17203947368421052,0.8279605263157894,0.25,0.16666666666666666
Existing Customer,53,M,0,Graduate,Married,$120K +,Blue,33,4,0.701,0.7809999999999999,0.091,2.75,32.56140350877193,0.9093116252499286,0.09068837475007141,0.25,0.25
Existing Customer,48,F,3,College,Single,Less than $40K,Blue,38,3,1.171,1.0,0.233,3.1666666666666665,29.870967741935484,0.7665847665847666,0.2334152334152334,0.3333333333333333,0.25
Attrited Customer,39,F,3,High School,Single,Less than $40K,Blue,36,6,0.977,1.111,0.0,3.0,45.36842105263158,1.0,0.0,0.25,0.08333333333333333
Existing Customer,57,F,1,Unknown,Married,Less than $40K,Blue,47,4,0.598,0.556,0.722,3.9166666666666665,36.57142857142857,0.2775175644028103,0.7224824355971897,0.25,0.08333333333333333
Attrited Customer,51,F,3,Uneducated,Married,Unknown,Blue,36,3,0.8390000000000001,0.409,0.0,3.0,37.67741935483871,1.0,0.0,0.16666666666666666,0.25
Existing Customer,48,M,3,Graduate,Married,$60K - $80K,Blue,42,6,1.307,0.967,0.153,3.5,53.45762711864407,0.8471651602300739,0.15283483976992604,0.25,0.08333333333333333
Existing Customer,51,M,2,High School,Married,$60K - $80K,Blue,38,5,0.841,0.647,0.078,3.1666666666666665,47.07142857142857,0.92172667024897,0.07827332975102991,0.16666666666666666,0.25
Existing Customer,26,F,0,Unknown,Single,Less than $40K,Blue,13,4,0.877,0.556,0.674,1.0833333333333333,61.95238095238095,0.32622394571013086,0.6737760542898691,0.3333333333333333,0.16666666666666666
Existing Customer,38,F,2,Graduate,Married,Less than $40K,Blue,32,5,1.065,0.818,0.0,2.6666666666666665,49.25,1.0,0.0,0.25,0.25
Existing Customer,35,M,3,Graduate,Married,$60K - $80K,Blue,26,6,0.748,0.944,0.497,2.1666666666666665,47.457142857142856,0.5033826108744676,0.49661738912553244,0.16666666666666666,0.25
Existing Customer,46,F,3,Doctorate,Single,Less than $40K,Blue,36,5,0.825,0.585,0.296,3.0,48.69230769230769,0.704225352112676,0.29577464788732394,0.3333333333333333,0.08333333333333333
Existing Customer,48,M,4,College,Single,$80K - $120K,Blue,36,4,0.386,0.29,0.258,3.0,34.55,0.7419354838709677,0.25806451612903225,0.16666666666666666,0.25
Existing Customer,49,F,2,Uneducated,Married,Less than $40K,Blue,37,6,0.444,1.0,0.253,3.0833333333333335,52.416666666666664,0.7470945181528335,0.2529054818471665,0.25,0.25
Existing Customer,35,M,4,High School,Married,$40K - $60K,Blue,27,6,1.045,0.593,0.248,2.25,42.18604651162791,0.7524882629107981,0.24751173708920188,0.25,0.16666666666666666
Existing Customer,65,F,0,Unknown,Married,$40K - $60K,Blue,56,3,0.61,0.909,0.175,4.666666666666667,38.0,0.8245590413356672,0.17544095866433285,0.3333333333333333,0.16666666666666666
Existing Customer,53,M,2,Unknown,Married,$60K - $80K,Blue,36,6,1.276,1.143,0.233,3.0,60.53333333333333,0.7668624310375511,0.23313756896244883,0.25,0.25
Existing Customer,54,F,2,Uneducated,Married,Less than $40K,Blue,44,3,0.7659999999999999,0.593,0.3389999999999999,3.6666666666666665,27.069767441860463,0.6608165527433956,0.3391834472566045,0.25,0.08333333333333333
Existing Customer,64,F,0,Graduate,Married,Unknown,Blue,36,3,0.421,0.469,0.132,3.0,35.46808510638298,0.8679047868166362,0.13209521318336384,0.25,0.08333333333333333
Existing Customer,39,F,3,Graduate,Divorced,Unknown,Blue,30,3,0.731,0.7140000000000001,0.588,2.5,56.75,0.412396694214876,0.587603305785124,0.16666666666666666,0.25
Existing Customer,50,M,0,High School,Married,$80K - $120K,Blue,30,3,0.478,0.324,0.0,2.5,35.51111111111111,1.0,0.0,0.16666666666666666,0.3333333333333333
Existing Customer,54,F,3,Graduate,Married,Less than $40K,Blue,49,5,0.87,0.621,0.526,4.083333333333333,41.340425531914896,0.4736582964057115,0.5263417035942886,0.3333333333333333,0.16666666666666666
Existing Customer,38,F,4,Graduate,Married,Unknown,Blue,28,4,2.103,0.95,0.233,2.3333333333333335,57.12820512820513,0.7670893455764466,0.2329106544235534,0.16666666666666666,0.08333333333333333
Existing Customer,39,M,1,High School,Married,$80K - $120K,Blue,28,4,1.089,0.636,0.0,2.3333333333333335,46.25,1.0,0.0,0.3333333333333333,0.16666666666666666
Existing Customer,53,M,1,Unknown,Married,$40K - $60K,Blue,41,5,1.017,0.769,0.497,3.4166666666666665,50.869565217391305,0.5032928942807625,0.49670710571923743,0.25,0.08333333333333333
Existing Customer,53,M,2,High School,Married,$120K +,Blue,41,4,0.795,0.6970000000000001,0.28,3.4166666666666665,41.660714285714285,0.7198844884488449,0.2801155115511551,0.25,0.25
Existing Customer,32,M,1,College,Divorced,$80K - $120K,Blue,36,5,0.845,0.7140000000000001,0.0,3.0,38.416666666666664,1.0,0.0,0.3333333333333333,0.25
Existing Customer,57,F,3,Uneducated,Married,Less than $40K,Blue,47,5,1.181,0.611,0.764,3.9166666666666665,38.46551724137931,0.23578528827037773,0.7642147117296223,0.25,0.25
Existing Customer,65,F,0,High School,Married,Less than $40K,Blue,36,3,0.765,0.591,0.645,3.0,44.08571428571429,0.3545389563974267,0.6454610436025733,0.16666666666666666,0.16666666666666666
Existing Customer,57,M,2,Uneducated,Single,$80K - $120K,Blue,53,5,0.629,0.857,0.061,4.416666666666667,47.42307692307692,0.9391876231313014,0.06081237686869857,0.3333333333333333,0.16666666666666666
Existing Customer,65,F,0,College,Married,Less than $40K,Blue,56,6,0.512,0.5710000000000001,0.473,4.666666666666667,41.50909090909091,0.5272196342904818,0.4727803657095182,0.16666666666666666,0.08333333333333333
Existing Customer,65,M,0,High School,Single,Less than $40K,Silver,56,4,0.833,0.531,0.2,4.666666666666667,43.285714285714285,0.8003806804663336,0.19961931953366643,0.3333333333333333,0.16666666666666666
Existing Customer,55,M,2,College,Married,$80K - $120K,Blue,50,4,0.69,0.5760000000000001,0.11,4.166666666666667,34.86538461538461,0.8899733806566105,0.11002661934338953,0.3333333333333333,0.16666666666666666
Existing Customer,54,M,1,College,Married,$80K - $120K,Blue,42,4,0.614,0.4579999999999999,0.261,3.5,40.02857142857143,0.738954573739888,0.261045426260112,0.3333333333333333,0.08333333333333333
Existing Customer,44,M,4,High School,Single,$120K +,Blue,37,5,0.602,0.75,0.1989999999999999,3.0833333333333335,42.142857142857146,0.8008575512148642,0.1991424487851358,0.25,0.25
Existing Customer,58,M,1,Uneducated,Married,$80K - $120K,Blue,50,5,1.645,1.0,0.165,4.166666666666667,52.38461538461539,0.8354829464029808,0.1645170535970192,0.16666666666666666,0.25
Existing Customer,53,F,1,College,Married,$40K - $60K,Blue,47,3,1.216,0.632,0.705,3.9166666666666665,37.24193548387097,0.29524196827978855,0.7047580317202115,0.3333333333333333,0.25
Existing Customer,33,F,1,High School,Single,Less than $40K,Silver,24,5,1.053,0.931,0.0,2.0,44.5,1.0,0.0,0.16666666666666666,0.16666666666666666
Existing Customer,47,F,5,Graduate,Married,Less than $40K,Blue,39,3,0.573,0.76,0.2189999999999999,3.25,33.36363636363637,0.7811447811447811,0.21885521885521886,0.3333333333333333,0.25
Existing Customer,51,M,1,Unknown,Single,$80K - $120K,Blue,41,6,0.711,0.435,0.07,3.4166666666666665,41.84848484848485,0.9299162622006507,0.0700837377993493,0.16666666666666666,0.16666666666666666
Existing Customer,38,F,3,Graduate,Married,Less than $40K,Blue,18,6,0.8859999999999999,0.5670000000000001,0.575,1.5,38.276595744680854,0.42544459644322846,0.5745554035567716,0.16666666666666666,0.25
Existing Customer,57,M,3,Doctorate,Married,$80K - $120K,Blue,50,3,0.957,0.727,0.412,4.166666666666667,47.526315789473685,0.5884564352056613,0.4115435647943388,0.25,0.16666666666666666
Existing Customer,36,M,4,Uneducated,Married,$40K - $60K,Blue,28,3,0.825,0.32,0.266,2.3333333333333335,50.39393939393939,0.7338896615669912,0.2661103384330088,0.3333333333333333,0.08333333333333333
Existing Customer,35,M,3,Uneducated,Married,$80K - $120K,Blue,25,3,0.574,0.636,0.057,2.0833333333333335,55.166666666666664,0.9434057181185546,0.05659428188144546,0.16666666666666666,0.08333333333333333
Existing Customer,55,F,2,Unknown,Married,Unknown,Blue,50,6,0.412,0.586,0.0,4.166666666666667,37.630434782608695,1.0,0.0,0.3333333333333333,0.08333333333333333
Existing Customer,57,F,4,Doctorate,Married,Unknown,Blue,47,4,0.472,0.25,0.247,3.9166666666666665,46.333333333333336,0.7530292716133424,0.2469707283866576,0.25,0.25
Existing Customer,56,M,2,Doctorate,Married,$60K - $80K,Blue,51,3,0.56,0.364,0.233,4.25,38.68888888888889,0.7665672630881378,0.23343273691186217,0.3333333333333333,0.25
Existing Customer,38,F,2,High School,Single,Less than $40K,Blue,27,6,0.778,1.042,0.748,2.25,31.816326530612244,0.2523854961832061,0.7476145038167938,0.25,0.08333333333333333
Existing Customer,54,F,3,Graduate,Married,Less than $40K,Blue,49,4,0.574,0.682,0.667,4.083333333333333,36.2972972972973,0.33315844700944386,0.6668415529905561,0.25,0.08333333333333333
Existing Customer,48,M,2,Unknown,Unknown,$80K - $120K,Blue,35,5,0.757,0.769,0.0,2.9166666666666665,60.43478260869565,1.0,0.0,0.3333333333333333,0.16666666666666666
Attrited Customer,53,M,1,Graduate,Married,$80K - $120K,Blue,42,2,0.861,0.75,0.185,3.5,26.8,0.8154168007724493,0.1845831992275507,0.16666666666666666,0.08333333333333333
Existing Customer,30,F,1,Graduate,Married,Less than $40K,Blue,17,3,1.294,0.5710000000000001,0.536,1.4166666666666667,58.13636363636363,0.4642857142857143,0.5357142857142857,0.25,0.08333333333333333
Existing Customer,47,M,2,Uneducated,Married,$80K - $120K,Silver,38,4,1.229,0.5379999999999999,0.021,3.1666666666666665,50.3,0.9787634720129795,0.021236527987020512,0.3333333333333333,0.25
Existing Customer,60,F,1,College,Married,Less than $40K,Blue,53,4,0.913,0.75,0.276,4.416666666666667,60.76190476190476,0.7244471010161386,0.2755528989838613,0.25,0.25
Attrited Customer,54,M,3,College,Single,$120K +,Blue,49,3,1.203,0.263,0.0,4.083333333333333,88.125,1.0,0.0,0.25,0.16666666666666666
Existing Customer,37,F,2,Uneducated,Married,Less than $40K,Blue,28,5,1.36,0.759,0.205,2.3333333333333335,52.15686274509804,0.7954954954954955,0.2045045045045045,0.3333333333333333,0.16666666666666666
Existing Customer,32,F,1,Post-Graduate,Married,Less than $40K,Blue,20,5,0.732,0.439,0.835,1.6666666666666667,35.847457627118644,0.16517457475380484,0.8348254252461952,0.25,0.16666666666666666
Existing Customer,44,F,4,Uneducated,Married,Less than $40K,Blue,33,5,0.6990000000000001,0.941,0.073,2.75,44.77272727272727,0.9272050460138559,0.07279495398614415,0.16666666666666666,0.3333333333333333
Existing Customer,53,F,1,College,Single,$40K - $60K,Blue,47,5,0.7390000000000001,0.679,0.2239999999999999,3.9166666666666665,42.91489361702128,0.7760787282361847,0.2239212717638153,0.16666666666666666,0.25
Existing Customer,43,M,2,High School,Divorced,$80K - $120K,Blue,33,4,1.042,2.0,0.616,2.75,48.266666666666666,0.3843658773921505,0.6156341226078494,0.16666666666666666,0.25
Attrited Customer,49,F,2,Graduate,Single,Less than $40K,Blue,31,5,0.737,0.588,0.174,2.5833333333333335,40.592592592592595,0.8256964809384164,0.1743035190615836,0.16666666666666666,0.08333333333333333
Existing Customer,38,F,4,Unknown,Single,Unknown,Blue,14,4,0.889,0.536,0.0,1.1666666666666667,35.76744186046512,1.0,0.0,0.16666666666666666,0.08333333333333333
Existing Customer,56,F,1,College,Married,$40K - $60K,Blue,44,5,1.248,0.857,0.381,3.6666666666666665,57.69230769230769,0.6191291585127201,0.38087084148727984,0.3333333333333333,0.08333333333333333
Existing Customer,26,F,0,Graduate,Single,$40K - $60K,Blue,36,5,0.758,0.355,0.0,3.0,49.214285714285715,1.0,0.0,0.25,0.25
Existing Customer,58,M,1,High School,Married,$60K - $80K,Blue,46,3,1.042,1.083,0.2739999999999999,3.8333333333333335,51.04,0.7261222540592168,0.2738777459407832,0.3333333333333333,0.16666666666666666
Existing Customer,33,M,1,Unknown,Married,$60K - $80K,Blue,22,3,1.412,0.931,0.5489999999999999,1.8333333333333333,38.589285714285715,0.45064613692603794,0.5493538630739621,0.0,0.25
Existing Customer,35,M,3,High School,Single,$80K - $120K,Blue,28,4,1.023,1.125,0.1,2.3333333333333335,33.23529411764706,0.9004426699071261,0.09955733009287389,0.16666666666666666,0.16666666666666666
Existing Customer,37,M,3,High School,Married,$60K - $80K,Blue,32,6,0.884,0.667,0.74,2.6666666666666665,36.46666666666667,0.2600976475810031,0.7399023524189969,0.16666666666666666,0.16666666666666666
Existing Customer,27,F,1,Graduate,Single,Unknown,Blue,13,6,1.067,0.452,0.889,1.0833333333333333,50.977777777777774,0.11073108165882856,0.8892689183411714,0.3333333333333333,0.16666666666666666
Existing Customer,43,M,4,High School,Single,$80K - $120K,Blue,37,6,0.462,0.306,0.083,3.0833333333333335,39.57446808510638,0.9174835262105366,0.08251647378946333,0.16666666666666666,0.08333333333333333
Existing Customer,49,M,2,Graduate,Divorced,$60K - $80K,Blue,36,5,0.93,0.722,0.0,3.0,46.32258064516129,1.0,0.0,0.16666666666666666,0.25
Attrited Customer,49,M,2,Uneducated,Married,$80K - $120K,Blue,43,1,0.716,0.524,0.442,3.5833333333333335,30.03125,0.5584985090335028,0.4415014909664971,0.25,0.25
Existing Customer,39,F,3,Graduate,Married,Less than $40K,Blue,32,5,0.6779999999999999,0.6,0.0,2.6666666666666665,44.125,1.0,0.0,0.25,0.5
Existing Customer,41,F,3,Uneducated,Married,Less than $40K,Blue,29,5,0.4029999999999999,0.615,0.3779999999999999,2.4166666666666665,56.38095238095238,0.6221045665122436,0.37789543348775645,0.25,0.25
Existing Customer,32,F,0,High School,Divorced,Less than $40K,Blue,36,5,0.893,0.8059999999999999,0.596,3.0,38.232142857142854,0.40385327899221934,0.5961467210077807,0.3333333333333333,0.16666666666666666
Existing Customer,58,F,1,Uneducated,Married,Less than $40K,Blue,39,3,0.627,0.48,0.735,3.25,34.78378378378378,0.265158371040724,0.7348416289592761,0.25,0.25
Existing Customer,56,M,2,Post-Graduate,Married,$60K - $80K,Blue,49,5,0.77,0.81,0.0,4.083333333333333,38.05263157894737,1.0,0.0,0.3333333333333333,0.25
Existing Customer,37,M,2,Graduate,Married,Less than $40K,Blue,36,3,0.677,0.552,0.8270000000000001,3.0,34.55555555555556,0.17344439000489956,0.8265556099951005,0.3333333333333333,0.25
Existing Customer,39,M,1,High School,Married,$120K +,Blue,34,4,0.767,0.568,0.522,2.8333333333333335,34.58620689655172,0.4775384615384615,0.5224615384615384,0.16666666666666666,0.16666666666666666
Existing Customer,26,F,0,Graduate,Single,$40K - $60K,Blue,13,6,0.713,0.471,0.67,1.0833333333333333,43.04,0.32988435788192333,0.6701156421180767,0.3333333333333333,0.25
Existing Customer,31,F,1,Unknown,Single,Unknown,Silver,36,4,0.7909999999999999,1.069,0.0,3.0,36.38333333333333,1.0,0.0,0.16666666666666666,0.25
Attrited Customer,46,F,3,High School,Single,Unknown,Blue,34,4,0.7170000000000001,0.35,0.039,2.8333333333333335,37.592592592592595,0.9605998036759977,0.0394001963240023,0.25,0.25
Existing Customer,36,M,2,College,Married,$120K +,Blue,29,6,1.209,0.969,0.0,2.4166666666666665,47.19047619047619,1.0,0.0,0.16666666666666666,0.25
Existing Customer,39,M,1,Unknown,Married,$80K - $120K,Blue,36,6,0.8320000000000001,0.591,0.69,3.0,48.2,0.3104518799586064,0.6895481200413935,0.25,0.16666666666666666
Existing Customer,53,F,4,College,Married,Less than $40K,Blue,36,4,0.956,0.6759999999999999,0.727,3.0,41.16129032258065,0.2732166890982503,0.7267833109017496,0.25,0.08333333333333333
Existing Customer,38,F,3,Uneducated,Married,Less than $40K,Blue,23,6,1.05,0.455,0.0,1.9166666666666667,47.71875,1.0,0.0,0.16666666666666666,0.16666666666666666
Existing Customer,37,M,2,Graduate,Married,Less than $40K,Blue,36,6,0.8540000000000001,0.758,0.711,3.0,37.43103448275862,0.28907835972391394,0.7109216402760861,0.16666666666666666,0.25
Existing Customer,47,F,2,Graduate,Married,Less than $40K,Blue,41,5,0.8,0.7390000000000001,0.0,3.4166666666666665,37.525,1.0,0.0,0.3333333333333333,0.25
Existing Customer,56,M,1,College,Divorced,$80K - $120K,Blue,36,3,1.234,0.7240000000000001,0.043,3.0,47.9,0.957208251245799,0.04279174875420095,0.25,0.25
Existing Customer,55,F,3,High School,Married,Less than $40K,Blue,48,6,0.878,0.471,0.5529999999999999,4.0,53.48,0.4473593372454263,0.5526406627545737,0.16666666666666666,0.16666666666666666
Existing Customer,31,F,0,Uneducated,Single,Less than $40K,Blue,36,4,1.075,0.6,0.0,3.0,35.19642857142857,1.0,0.0,0.0,0.16666666666666666
Existing Customer,62,F,0,Graduate,Single,Unknown,Blue,36,5,0.6609999999999999,0.574,0.7959999999999999,3.0,53.32432432432432,0.20418118466898955,0.7958188153310104,0.3333333333333333,0.16666666666666666
Existing Customer,34,M,3,High School,Married,$120K +,Blue,25,3,0.926,0.667,0.105,2.0833333333333335,41.55555555555556,0.8949455319504153,0.10505446804958471,0.3333333333333333,0.16666666666666666
